age,weight,height,income,smoker,city,occupation,insurance_premium_category
55,73.7,1.67,9245,No,Biratnagar,Student,Medium
62,40.0,1.61,24318,No,Pokhara,Student,Low
20,66.3,1.68,11487,No,Nepalgunj,Student,Low
59,48.6,1.57,21481,No,Pokhara,Student,Low
30,78.4,1.65,19806,No,Nepalgunj,Student,Low
37,71.3,1.65,24586,No,Butwal,Teacher Assistant,Low
45,41.4,1.45,18766,Yes,Dhangadhi,Intern,Medium
53,61.5,1.62,30036,No,Dhangadhi,Sales Executive,Medium
48,69.8,1.74,17548,Yes,Lalitpur,Teacher Assistant,Low
46,66.5,1.64,20316,No,Biratnagar,Intern,Low
57,57.8,1.6,13568,No,Pokhara,Student,Low
63,95.2,1.81,52483,No,Kathmandu,Software Developer,High
33,62.6,1.49,20274,No,Biratnagar,Student,Medium
31,73.7,1.6,33360,No,Pokhara,Intern,Low
27,56.5,1.45,9649,No,Itahari,Part-time Worker,Low
39,59.7,1.64,37657,No,Kathmandu,Software Developer,Low
49,55.7,1.56,22376,No,Nepalgunj,Software Developer,Low
39,57.5,1.53,15694,No,Dhangadhi,Student,Low
45,44.0,1.58,14237,No,Dharan,Intern,Low
30,65.9,1.71,15043,No,Lalitpur,Student,Low
29,74.2,1.59,24099,No,Biratnagar,Office Assistant,Low
48,69.1,1.57,24446,No,Biratnagar,Teacher Assistant,Low
28,76.2,1.7,20192,No,Gorkha,Student,Low
41,63.3,1.62,18730,No,Tulsipur,Software Developer,Low
41,56.7,1.66,1500,Yes,Kathmandu,Student,Low
37,55.0,1.81,18952,No,Dhangadhi,Part-time Worker,Low
32,71.3,1.72,47814,No,Lalitpur,Engineer,Medium
23,63.4,1.61,22935,No,Kathmandu,Office Assistant,Low
22,74.1,1.53,17567,No,Pokhara,Student,Medium
54,72.7,1.61,11570,No,Itahari,Student,Medium
24,78.7,1.63,19429,No,Biratnagar,Student,Low
64,86.2,1.78,11036,Yes,Bhairahawa,Student,Low
52,76.3,1.58,14484,No,Tulsipur,Student,Low
47,60.3,1.77,13819,No,Pokhara,Student,Low
43,80.4,1.74,11011,No,Janakpur,Student,Low
29,80.9,1.71,19580,No,Lalitpur,Teacher Assistant,Low
32,95.9,1.7,14948,No,Biratnagar,Student,Medium
26,47.5,1.63,45074,No,Kathmandu,Engineer,Low
35,76.1,1.59,20585,No,Hetauda,Teacher Assistant,Low
31,40.0,1.49,22878,Yes,Pokhara,Office Assistant,Medium
22,56.0,1.67,21748,No,Itahari,Student,Low
64,75.9,1.71,16801,No,Dharan,Software Developer,Medium
39,99.6,1.73,29588,No,Pokhara,Student,Low
46,50.7,1.61,16538,No,Pokhara,Student,Low
47,61.1,1.59,15521,No,Tulsipur,Student,Low
23,55.2,1.53,17631,No,Hetauda,Part-time Worker,Low
54,60.0,1.53,10185,Yes,Dhangadhi,Intern,Low
24,58.9,1.62,33070,Yes,Biratnagar,Engineer,Low
58,68.0,1.67,16229,No,Dhangadhi,Student,Low
42,44.9,1.48,26774,No,Itahari,Office Assistant,Low
35,62.4,1.74,18989,Yes,Butwal,Intern,Low
32,74.6,1.64,14578,No,Butwal,Student,Low
52,74.8,1.47,18984,No,Bhairahawa,Intern,Medium
44,65.8,1.67,39047,No,Itahari,Software Developer,Low
27,56.7,1.65,16915,No,Kathmandu,Intern,Low
27,57.5,1.53,22546,No,Nepalgunj,Office Assistant,Low
24,58.5,1.45,26424,No,Biratnagar,Intern,Low
37,73.1,1.65,28074,No,Pokhara,Intern,Medium
32,74.2,1.7,35193,No,Itahari,Software Developer,Low
57,60.7,1.73,30759,Yes,Dhangadhi,Software Developer,Medium
43,40.5,1.6,55661,No,Butwal,Software Developer,Low
52,65.9,1.58,23261,Yes,Kathmandu,Intern,Medium
25,43.7,1.45,14277,No,Kathmandu,Student,Low
49,89.8,1.76,19433,Yes,Gorkha,Part-time Worker,Medium
50,81.8,1.76,20277,No,Kathmandu,Part-time Worker,Medium
41,64.8,1.73,25969,No,Gorkha,Teacher Assistant,Low
42,71.6,1.73,20451,No,Itahari,Teacher Assistant,Low
26,60.3,1.68,21233,No,Hetauda,Student,Low
54,71.3,1.57,39517,No,Butwal,Software Developer,Low
31,55.7,1.62,21348,No,Bharatpur,Office Assistant,Low
63,67.9,1.69,59886,Yes,Kathmandu,Engineer,Medium
23,71.4,1.78,31747,No,Lalitpur,Software Developer,Low
55,51.6,1.55,27651,No,Biratnagar,Teacher Assistant,Low
